t020801_0680	Täss on tykky tyttölöitä
t020801_0690	Tässä tytöt tänä kesänä
t020801_0700	Veljen nainen epäsovun aiheuttajana
t020801_0710	Vello vieremässä
t020801_0720	Venaan miehet kiittelööt: ei huoli hovissa käyvä
t020801_0730	Älkää menkö miehelään
t020801_0740	Älkää menkö piikuveen
t020801_0750	Älköön Jumala luoko tyttöä pojan sijaan
t020801_0760	Älä tuule, tyttö tuuli - veli vesillä
t020801_0770	Älä veli ennen naista ota kuin kasvan kaaseksi
t020802_0010	Anopilla lyhyet sääret potkia
t020802_0020	Anopin kylvettäminen
t020802_0030	Anopin orjaksi ei minusta
t020802_0040	Anopin susilla syötän
t020802_0050	Anoppi ajoin toruu, käly aina kärnyttää
t020802_0060	Anoppi vaatii työntekoa
t020802_0070	Appi ei laske tyttöjen pariin
t020802_0080	Appi karhu kartanolla
t020802_0090	Appi kuin oma taatto
t020802_0100	Appi lukee leivät kiukaasta
t020802_0110	Ei anna hevosta appi
t020802_0120	Ei minua tuttukana tuvallisen tuutimaksi
t020802_0130	Eipä käske mahti maata
t020802_0140	En kiitä kihlojani
t020802_0150	En kurja kukalle päässyt - kesken leikattiin
t020802_0160	Ennen toivoin torstakia
t020802_0170	Entisen sulhon isästä
t020802_0180	Huono osa annetaan - luut lihoista
t020802_0190	Ilkeä miniä
t020802_0200	Ilo jäi ison kotiin - iloitkoot isoni minjät
t020802_0210	Ison kotona ja toiselassa
t020802_0220	Isälle ja vieraalle jauhaminen, soutaminen
t020802_0230	Isän kodin ikävöinti
t020802_0240	Itkisin anoppiani, en malta naurultani
t020802_0250	Itse hullu hukkasime
t020802_0260	Iäksi tein itkukaupan
t020802_0270	Kaikki kankaat paloivat kälysten riidan kautta
t020802_0280	Kerran kengitit minua, senkin kostoon kovaan
t020802_0290	Kolme hyvää jäi kotiin
t020802_0300	Kolme kälystä: laiska, laiha, koria
t020802_0310	Kostohon minäi koito kokosin tätä kokoa
t020802_0320	Kukkuu käkeä kaksi, toruu kälystä kaksi
t020802_0330	Kun oisin ison kotona
t020802_0340	Kun ois mulla oma pirtti
t020802_0350	Kun tuli pyhäinen aamu
t020802_0360	Kyll' ois kyitä käärmehiä apen paiankauluksiksi
t020802_0370	Kysymättä kävin kylässä, nyt kysytellen
t020802_0380	Käly kantelee anopille
t020802_0390	Kälyn käskeminen pahasti ja hyvästi
t020802_0400	Kälyä kälyksi kutsun
t020802_0410	Lintu vie viestin emolle
t020802_0420	Luulin varsat valloillaan - kälykset, veljet tappelivat
t020802_0430	Miehelään mennyt vastoin ison, emon kieltoa
t020802_0440	Miniällä mieli karvas
t020802_0450	Miniän palkka - orjan palkka
t020802_0460	Miniänä huonossa paikassa
t020802_0470	Moisioa ken ei muuta, ei mitään tiedä
t020802_0480	Monta on muoria minulla - en tiedä ketä kumarran
t020802_0490	Mummo nurkassa nureksi: kului ikä kunnioitta
t020802_0500	Myyrin miniä
t020802_0510	Niin tyttö isän kotona - niin miniä miehelässä
t020802_0520	Nouse, päivä, nosta poika
t020802_0530	Nuorena naitettu
t020802_0540	Ohoh kultaista kotia
t020802_0550	Ohoh ois tietänyt emoni
t020802_0560	Oisin voinut vielä vuoden olla kotona
t020802_0570	Olin ennen otramaana
t020802_0580	Olin yksi, maksoin kaksi - nyt en mitään maksa
t020802_0590	Olisi minun pitänyt pitää pitempi mieli
t020802_0610	Paha anoppi tekee veitsistä vuoteen
t020802_0620	Paha anoppi syyttää miniää
t020802_0630	Parempi kymmenen kytyä kuin yksi nato
t020802_0640	Parempi syntymättä kuin miniäksi
t020802_0650	Petettihin pennilöillä
t020802_0660	Pimiä syksyinen päivä, pimiämpi miniän elo
t020802_0670	Punottavat piian posket, ei miehekkään
t020802_0680	Sisarekset me kälykset
t020802_0690	Surma, tule suota myöten, tapa anoppi, appi
t020802_0700	Tauti tappaa lapsekseen, venoi vie vangikseen
t020802_0710	Toisin tuolla toiselassa
t020802_0720	Tytön lempinimet ja/tai miniän haukkumanimet
t020802_0730	Täytin käskyt, kannon väskyt
t020802_0740	Vaihoin valkosen eloni
t020802_0750	Venäjälle naimisiin joutunut
t020802_0760	Vihainen miniä
t020802_0770	Voi minä, pilonen piika
t020802_0780	Älä miniä pyri vielä emännäksi
t020803_0020	Ei minua mies toruisi
t020803_0030	Ei tiedä kotoiset vaimot, missä miehet mellakoivat
t020803_0040	Elköön minua vasten vitat viiassa yletkö
t020803_0050	Emo tunki turnukselle
t020803_0060	En itke leivättyyttä
t020803_0070	En kysynyt, miten miestä palvellaan
t020803_0080	En meroa kiitä, nielee miehet
t020803_0090	En saanut sitä kaloa
t020803_0100	En sukittanut suotuani
t020803_0110	Hyvä on olla hympyrällä
t020803_0120	Hyvän miehen saanut
t020803_0130	Isä käski rikkahalle, emo rakkahalle
t020803_0140	Itken sulhasta sulasanasta
t020803_0150	Jouduin rikkahan rikoille
t020803_0160	Jouduin vaivasen vadille
t020803_0170	Juoksee juomarin hevonen
t020803_0180	Juomarille joutunut
t020803_0190	Juomarin kuvaus
t020803_0200	Ken on munki köyhän nainut
t020803_0210	Kenpä luuli sokealle rammalle sortuvani
t020803_0220	Kiitos apelle, anopille pojasta
t020803_0230	Kiitos sulholle, kun otti orjuuesta
t020803_0240	Kivet kilkki kormanossa - mie raukka rahoiksi luulin
t020803_0250	Kolme surua
t020803_0260	Kun ei ois kylmä kylellisein
t020803_0270	Kun ois miesi mielellinen
t020803_0280	Käkeisin käpiän käsillä maata
t020803_0290	Leskelle joutunut
t020803_0300	Läksi mies voinalla vojuimah
t020803_0310	Meren kuvaus
t020803_0320	Mies merellä
t020803_0330	Mies minulle annettiin, mutta mieletön
t020803_0340	Mikä lienee minulla - ukko hyvä vieressäni
t020803_0350	Mikä on multa mielen otti
t020803_0360	Minun on turva tuul'ajolla
t020803_0370	Minä jauhan Jaakolleni
t020803_0380	Mistä minua mies toruu
t020803_0390	Mitä on mielessäsi - paita varastettu
t020803_0400	Muhotellen muien sulhot
t020803_0410	Muut sukivat sulhojaan, minä vaalin vanhaistani
t020803_0420	Naisen valitus pojan (miehen) viemisestä sotaan
t020803_0430	Nauran naimiskauppojani
t020803_0440	Olisi minussa ollut
t020803_0450	On miull mies mielelline
t020803_0460	Otin tengat tienkävijän
t020803_0470	Pahan miehen kuvaus
t020803_0480	Pahoin teki linnan pappi
t020803_0490	Palvelin paimenena, miestä mielistelin
t020803_0500	Parempi paha anoppi kuin juomari senihka
t020803_0510	Petettihin pennilöillä
t020803_0520	Pian nainen vanhenee - joka vuosi vuona
t020803_0530	Puhas on leipä purlakalla
t020803_0540	Rengille läksin rekehen
t020803_0550	Ruoskan mies tuomisiksi
t020803_0560	Sain ma suuttoman sukilla
t020803_0570	Sainpa suolta suovariksen
t020803_0580	Sopessa on minun sotani
t020803_0590	Sulho suuttui suntakina
t020803_0600	Sulholl on suden ikenet
t020803_0610	Sulhoni toivoisin hirtettävän, poltettavan, leikattavan
t020803_0620	Susi yhtä, sulho yhtä
t020803_0630	Ukkoa syötin, juotin - ruoskaa palkakseni
t020803_0640	Viikon vuotin virkeätä - sain vihaisen
t020803_0650	Voi minä, pilonen piika
t020803_0660	Vuoteilla voitettu
t020803_0670	Älköön Jumala luoko juomariksi joutumaan
t020804_0010	Ei ollut emoni kuin nykyiset naiset
t020804_0020	Ei ollut emoni paitoi panelemassa
t020804_0030	Emo, mene kaskelle, jätä minut kirnuamaan
t020804_0040	Emäntänä on ehta olla
t020804_0050	En minä tikata taida
t020804_0060	Enkö mie käynyt käskyissäsi
t020804_0070	Ennen kannan maitokannun kuin kaskipölkyn
t020804_0080	Jauhat vakan, et vapise
t020804_0090	Kanna sie kankaas kaivotielle
t020804_0100	Keltojen kerääjä
t020804_0110	Kotona emo opetti kutomaan
t020804_0120	Kun minä suutuin survomasta
t020804_0130	Kun oisin pojaksi luotu, kyntäisin isoni pellot
t020804_0140	Lehmä on multa leikit nuollut
t020804_0150	Miestä vastaan merellä ja ulkotöissä
t020804_0160	Mustuin mustalla tulella
t020804_0170	Onpa vaatetta varattu
t020804_0180	Riuska emäntä
t020804_0190	Sineen, keltaan, mataraan
t020804_0200	Tytön käsityötaidon ylistys
t020804_0210	Viikon istuin virsu käessä
t020804_0220	Älä emo ennen kuole kuin opetat minut
t020804_0230	Älä nukuta unonen 
t020804_0240	Ämmän valitus
t020901_0010	Lähetään pois pojat kotihin
t020901_0020	Mitä huolin hotari
t020901_0030	Mitä me pojat suremme
t020901_0040	Monessa olen minäkin maannut
t020901_0060	Näin pojat kylissä käyvät
t020901_0070	Oisko mulla hevonen rekivetonen
t020901_0080	Pahoin mulla parta kasvoi
t020901_0100	Pois tulee pojalle (pojille) lähtö
t020901_0110	Pojat postista tulevat
t020901_0120	Potra on poikana elää
t020901_0130	Täss on polkku poikasia
t020901_0140	Vaivasen pojan valitus
t020902_0010	Ei pientä piikalasta talossa
t020902_0020	Ei tiedä nykyiset miehet milloin piiat tuorestuvat
t020902_0030	Elkää surko suuret sulhot, jos on piiat pikkaraiset
t020902_0040	Elköhön nykyiset miehet nouatelko neion mieltä
t020902_0050	Emo toruisi, jos toisin riitelevän nuorikon
t020902_0060	En pole päätä puolisoni
t020902_0070	En tammea tavannut, osannut en omenapuuhun
t020902_0080	Erilaiset vaimot
t020902_0090	Etsi maan parasta neitoa - sai pahimman
t020902_0100	Etsin neittä neljä vuotta
t020902_0110	Hyvä mieleni tulee hevosen hyvän reessä
t020902_0120	Isä oron osti naidakseni
t020902_0130	Kolme kovaa miehellä
t020902_0140	Kolmen naija
t020902_0150	Kosijan runo
t020902_0160	Kun ois mulla perintöpelto
t020902_0170	Kun ois vaimo vaihtamoina
t020902_0180	Käkesin käkösen naida
t020902_0190	Laiska miniä
t020902_0200	Miehen kolme pahaa
t020902_0210	Muiden vaimoilla nenä
t020902_0220	Muut naivat paremmat naiset
t020902_0230	Narri naimahan käkesin
t020902_0240	Nurin katso nurkkamuorit
t020902_0250	Näin mie neion kasvavaksi
t020902_0260	Näittekö te naisuttani
t020902_0270	Pahoin tein vaimolleni
t020902_0280	Puura, miksi toit torujan vaimon
t020902_0290	Ruoskalla ja vitsallakaan ei opi
t020902_0300	Tahallansa mies tekevi
t020902_0310	Tein mie kuusesta korotan
t020902_0320	Valjasti iso tulisen ruunan
t020903_0010	Ammuin sutta suuta vasten
t020903_0020	Ammun aidaksella
t020903_0025	Anna viinaa velaksi
t020903_0030	Ei meillä pyyllä pyhää pietty
t020903_0040	Ei poika poluksi joua
t020903_0050	Ei tiedä pojan poloset, koska otetaan sotamieheksi
t020903_0060	Eläkää pojat hyvästi
t020903_0070	Emo neuvoi poikiansa - sodassa
t020903_0080	Emo neuvoi poikoansa - juomingeissa
t020903_0090	Emo tee parempi poika
t020903_0100	En huoli muiden verkavaatteista
t020903_0110	En mä elä elotta, asu ilman ammatitta
t020903_0120	En ole pahoista tehty
t020903_0130	En sovi soutamaan
t020903_0140	En sure sotakesiä
t020903_0150	Ennen miehet hirsiä kolosi, nyt neitojen koipia
t020903_0160	Ennen pyysin suurilla saloilla, nykyiset miehet lähimetsissä
t020903_0170	Hattu, mikä minulla, ei kaikki kanna
t020903_0180	Hyvä on sotahan kuolla
t020903_0190	Isä köyhä, pojasta rikas
t020903_0200	Iso neuvoi poikoansa
t020903_0210	Iso neuvoi poikoansa - talonpidossa
t020903_0220	Itse kylvän, kynnän perintöpeltoni
t020903_0230	Jo on poika jotain nähnyt
t020903_0240	Join jouluna olutta
t020903_0245	Joisin joka pikarin, jos ei kukkaro kuluisi
t020903_0250	Jos tulee tapella tarvis
t020903_0260	Jouduin juomaan kylälle
t020903_0270	Juomariksi joutunut
t020903_0280	Juopolle pojalle
t020903_0290	Juoppo poika
t020903_0300	Kaks on meitä huolellista, kahen kalassa käymmä
t020903_0310	Kasvaa kanoille paimen
t020903_0320	Kelpais silloin kestin käyä
t020903_0330	Kun viina viettelee
t020903_0340	Kuolleet on oravikoirat, metsämiehet vanhenneet
t020903_0350	Kyllä muistan murhivuodet
t020903_0360	Kyykkäselkä kyntää isän peltoja
t020903_0370	Laulaja juomari
t020903_0380	Löin isoni, löin emoni
t020903_0390	Luullaan minua lurjukseksi
t020903_0400	Maattoman kyntäjän valitus
t020903_0410	Meidän miehiä ei viina visko
t020903_0420	Mie en vähää värise
t020903_0430	Miehen kerskaus rikkaudestaan
t020903_0440	Miehen kertomus omasta syntymästään
t020903_0450	Miehen valitus vanhenemisesta
t020903_0460	Mies oli ennen miun isäni
t020903_0470	Mikä miusta tulee, kanoilleko paimen
t020903_0480	Miksei miehet kaloja saa
t020903_0490	Minä mies metsänkävijä
t020903_0500	Minä olen noidan nuorin poika
t020903_0510	Minä olen talon isäntä
t020903_0520	Minne milma vietäneh - vangiksi Piiterin pihalle
t020903_0530	Mistä ovat pojat punaiset - kaloista
t020903_0540	Mitä huolin juuessani
t020903_0550	Mitä minun meroisen miehen
t020903_0560	Mitä puuta rekeni
t020903_0570	Moni mies, moni hevonen sortuupi sotikeolle
t020903_0580	Muut kynti sileät pellot
t020903_0590	Muut pojat kotona naivat, myö naimme Narvan tiellä
t020903_0600	Oisin luotu lukkariksi
t020903_0610	Olen ikäni hyvin elänyt
t020903_0620	Olen/olin miehekäs mies
t020903_0630	Olin nokka nuorra miessä
t020903_0640	Olis mies manalle mennyt
t020903_0650	Onko voitettu orolla, kaarrettu kapoilla
t020903_0660	Paha lienen ma papiksi
t020903_0670	Paha mieli miesparalla ollessa oluttuvassa
t020903_0680	Pelto on mulla pienoinen
t020903_0690	Poika tuulen tuoma
t020903_0700	Poikana olit ylväs
t020903_0710	Pojat joudumme sotaan, neidot suremaan
t020903_0720	Pojat, pojat parrattomat, hiihtäkäätte hiljempätä
t020903_0730	Pyhät juoksin pyyn jälessä
t020903_0740	Saavat pyyt pyhän piteä
t020903_0750	Sepän apuriksi mennyt
t020903_0760	Sinis on leivoista minulla kunis kannan kahta kättä
t020903_0770	Sinne söin kaloja kalki
t020903_0780	Sitä mieheksi sanoisin
t020903_0790	Sotamiehenä olon surkeus
t020903_0800	Sovi ei meitä sotskon lyödä
t020903_0810	Suotta läksin Suomen maasta virsiä virkkamaan
t020903_0820	Suotta poltin porstuani
t020903_0830	Suotta suureksi rupesin
t020903_0840	Syntyykö syvälle mennä
t020903_0860	Täss on terve Suomen poika
t020903_0870	Tiirin liirin tengan löysin
t020903_0880	Tuntee tupakan syödä - ei tunne tupaa tehdä
t020903_0890	Tuosta kiitän kinttujani
t020903_0900	Turun uudessa tuvassa olutta join
t020903_0910	Viel minusta mies tulisi, kun ois panna kuivumaan
t021000_0010	Ajattelen aikojani, entistä elämätäni
t021000_0020	Ei silloin siloissa käyty
t021000_0030	Elin syksyn - näinkö kesän
t021000_0040	En mie uskonut olisi
t021000_0050	Entinen ja nykyinen aika
t021000_0060	Itse manalle mennyt
t021000_0070	Jo minä olen kolme kokenut
t021000_0080	Jumala onnen luojana
t021000_0090	Kaikki sukuni kuoli kunnialla - minä ouoin surmin
t021000_0100	Kiikun, kiikun, kirjava lintu
t021000_0110	Kuka mulle kurjaselle
t021000_0120	Kului kultainen ikäni, kului koiran kunnialla
t021000_0130	Kun kuolisin kesällä, huomenna
t021000_0140	Kun kuolisin kotiin, en korpeen
t021000_0150	Kuoleman enteet
t021000_0160	Kuu paistaa kotini päälle
t021000_0170	Käkesin käkenä käydä
t021000_0180	Lehti puuhun, ruoho maahan - minä marras maan rakohon
t021000_0190	Liuvuin surman suun eteen
t021000_0200	Luulin lumpehen pitävän
t021000_0210	Mitä silloin lauletaan, kun vesi venettä viepi
t021000_0220	Neidon kuollessa kaikki itkevät
t021000_0230	Näin kerran mieki unta
t021000_0240	Oli ennen mein kylässä petäjäinen pellonpäässä
t021000_0250	Olin sorja syntyessä
t021000_0260	Onnen etsintä
t021000_0270	Päätäni pahoin panee, viekää ikuisille vuotehille
t021000_0280	Sijan tiedän, missä synnyin
t021000_0290	Toisin ennen tuulet tuuli
t021000_0300	Toisin toivoin, toisin luulin
t021000_0310	Tulin vanhaksi varahin
t021000_0320	Tuonen tyttäret toruu
t021000_0330	Viimeinen virteni
t021000_0340	Älköön emo pitsilakkia pitäkö
t030100_0020	Anna rullan ruikutella
t030100_0030	Ansaa tehdessä
t030100_0040	Heinä kasvaa, ottakaa viikatteet
t030100_0050	Heinälaulu
t030100_0060	Heinänurmella
t030100_0070	Hoi, Hotti, houssiekka
t030100_0080	Huono kalamies
t030100_0090	Iltalaulu niittäessä
t030100_0100	Jauhaessa
t030100_0110	Jo nyt illakko tuleepi
t030100_0120	Jumala siunatkoon tehtyä työtä
t030100_0130	Jäivät niemet niittämättä
t030100_0140	Kalamiehet
t030100_0150	Kankaan kudonta
t030100_0160	Karjan syöttämisestä
t030100_0170	Kehräsin tainnan kesässä
t030100_0180	Kehrää, kehrää tyttönen
t030100_0190	Kehrääjä pyytää valkeaa
t030100_0200	Kehrääjäksi opettaminen
t030100_0210	Kehräämisvirsi
t030100_0220	Keträsin kesoiset päivät - kylän keriä
t030100_0230	Keträän, keträän keikuttelen
t030100_0240	Kezreäjäzet, kezreäjäzet
t030100_0250	Kintaita vanutettaessa
t030100_0260	Kirjon, karjon, armottoman aika mennä kotiin
t030100_0270	Kirvesmiesten arpasanoja
t030100_0280	Kirvestä hiottaessa
t030100_0290	Kuka kotona odottaa - äiti, vieras
t030100_0300	Kuontalo ketrinpuussa
t030100_0310	Kyll´ on työtä tyttärillä
t030100_0320	Laivaa maalle vedettäessä
t030100_0330	Leikkaamisen aloitus
t030100_0340	Leipojalle
t030100_0350	Liinan valmistaminen
t030100_0360	Lopen, lopen, loppusen
t030100_0370	Lyhteen sitominen
t030100_0380	Lypsylauluja
t030100_0390	Mitä sie kivi kitajat
t030100_0400	Mämmin teko
t030100_0410	Nauriinsiemeniä kylväessä
t030100_0420	Neitoa neuvotaan pässinpäätä keritessä
t030100_0430	Niittovirsi
t030100_0440	Niittäkäämme, ruttakaamme
t030100_0450	Nouskaa lehmiänne lypsämään
t030100_0460	Pellavia, liinoja loukuttaessa
t030100_0470	Puurojauhoja jauhaessa
t030100_0480	Reen jalasta vääntäessä
t030100_0490	Riihellä
t030100_0500	Rukiinleikkuun loputtua
t030100_0510	Seppien laulu
t030100_0520	Siinä taitoa kysytään, ken se pitsit pistelöö
t030100_0530	Taulaa tehdessä
t030100_0540	Toimellinen talon tyttö
t030100_0550	Tuluksia valmistettaessa
t030100_0560	Täss on mun rukkin
t030100_0570	Vuole puikkoa kanan silmää kaivaaksesi
t030100_0580	Vyötä tehdessä
t030100_0590	Älä pyri pyhänä työhön
t030100_0600	Älä tee kätkyttä kovasta puusta
t030200_0010	Anna kulkkuni kulaita
t030200_0020	Anna paimen päivällistä
t030200_0030	Anna paimenelle voita
t030200_0040	Emo, keitä voinen putro
t030200_0050	Emo laittoi piennä paimeneen
t030200_0060	Emo, tee parempi paita, menen paimeneen
t030200_0070	Emäntä paha kotona
t030200_0080	En minä pilliä piellyt
t030200_0090	Hei lehmäni leholle
t030200_0100	Herttanen hevosen etsijä
t030200_0110	Hevospaimenten laulu
t030200_0120	Hoi, kotio, konnan karja
t030200_0130	Ikävä on mennä karjaan
t030200_0140	Ilta tulee, päivä mailleen menee
t030200_0150	Istu paimen mättähällä
t030200_0160	Isännät ja emännät syövät
t030200_0170	Jo tulen kotihin - onko huttu keitettynä
t030200_0180	Jää hyvästi järven rannat
t030200_0190	Kaitse isäsi kanoja
t030200_0200	Karjan laitumelle laskeminen
t030200_0210	Karjankutsuja
t030200_0220	Katrina kipokäpälä
t030200_0230	Katso, Kiesus, karjajani
t030200_0240	Katso laiha lammastais
t030200_0250	Kestoll on Punikin kellot
t030200_0260	Kesä tulee keikuttelee
t030200_0270	Kesän kävin paimenessa, sain kuhmun otsaan
t030200_0280	Kirjo katos karjastani
t030200_0290	Kissa kirnusi kaatakoon
t030200_0300	Kukkalatva kuusi
t030200_0310	Kuku käki, kuinka kauan paimenessa
t030200_0320	Kun kerran kesä tulevi
t030200_0330	Kun lähemme paimenehen
t030200_0340	Kun mie paimenna olisin
t030200_0350	Kun tulevi tuttu vieras
t030200_0360	Kutitin, kutitin kumppanini
t030200_0370	Kyllin syökää, kyllin juokaa
t030200_0380	Kylän karja mettään menee
t030200_0390	Lampaat suden suussa
t030200_0400	Lampuri luikuri
t030200_0410	Laula, lintu, kaunista kesää
t030200_0420	Laulanpa mie lampahista
t030200_0430	Laulu lapsille paimenesta
t030200_0440	Lehmiä ajaessa ja kotiin kutsuessa
t030200_0450	Lehmät käyvät, kellot soivat
t030200_0460	Lepo, lepo lehmäni, jopa löysin härkäni
t030200_0470	Liilo, leilo, lehmipaimen, lintti, lantti, lammaspaimen
t030200_0480	Liilo, leilo lehmiäni, en liilo emäntiäni
t030200_0490	Läksin suotta suon perälle
t030200_0500	Mene kirjo karjaan, älä kylän niittyyn
t030200_0510	Mene päivä männikölle
t030200_0520	Meni lehmäni leholle
t030200_0530	Mie menin tietä myöten - näittekö lehmät leikkaajii
t030200_0540	Mie oon paimen pikkarainen
t030200_0550	Mikä meijän paimenilla - kiikumme joka kivellä
t030200_0560	Muille maille mulkosilmät, tänne linnut, jänikset
t030200_0570	Muistatko muinen kun marjassa käytiin
t030200_0580	Muut kuuli kirkon kellon
t030200_0590	Muut toivovat kesää
t030200_0600	Nyt on kesä
t030200_0610	Näin sanoi saaren neito: paimenet pahankuriset
t030200_0620	Näytä päivä silmiäsi
t030200_0630	Paha on naida paimentyttö
t030200_0640	Paha on olla paimenena
t030200_0650	Paimen Anni mulkosilmä
t030200_0660	Paimen parka, perse märkä
t030200_0670	Paimen parka, säärysjalka
t030200_0680	Paimen vaivainen, lapsenlikka vaivaisempi
t030200_0690	Paimeneks palkattiin
t030200_0700	Paimenell on pitkä päivä
t030200_0710	Paimenelle pässi palkaksi
t030200_0720	Paimenel´ on kurjat päivät
t030200_0730	Paimenen huolet
t030200_0740	Paimenen hätähuuto
t030200_0750	Paimenen kivinen kakku
t030200_0760	Paimenen lapsi
t030200_0770	Paimenen laulu
t030200_0780	Paimenen soitto
t030200_0790	Paimenen toivotus
t030200_0800	Paimenen vitsan tekeminen
t030200_0810	Paimenia huudettiin
t030200_0820	Paimeniako olette
t030200_0830	Paimenpoika paitulainen
t030200_0840	Paista, päivä, paimenille
t030200_0850	Pajupilli, tuohitorvi on minun mieleeni
t030200_0860	Palkatkaa karjapojaksi
t030200_0870	Pikko, pikko, pien´ lammas
t030200_0880	Pimpula, pampula, paimenpoika
t030200_0890	Pimpula pampula puolapussi
t030200_0900	Pitivät poikaset hyvästi
t030200_0910	Piu pau papurii
t030200_0920	Poikaparka paimeneksi
t030200_0930	Sada Jumala saavin suusta
t030200_0940	Sada lunta luttakorva
t030200_0950	Sarvella soitto
t030200_0960	Soita paimen pilliäsi
t030200_0970	Susi ulvoo: onko vuonaa voipunutta?
t030200_0980	Tee, haukka, tarha
t030200_0990	Tiri tari tattarihuttua
t030200_1000	Tohu, tohu koirueni - paita paimenelle
t030200_1010	Torvella soittelen
t030200_1020	Tule ilta illotellen
t030200_1030	Tule minulle vaan
t030200_1040	Tule tänne tuttu mies
t030200_1050	Tule tänne tyttöpaimen
t030200_1060	Tulkaa kylpyyn
t030200_1070	Tulkaa lehmät juomaan
t030200_1080	Tuolt tulevi tuttu Matti
t030200_1090	Tuttul, luttul mie trupitan
t030200_1100	Tuur luur lutten paimen
t030200_1110	Tytöt pannaan paimeneen
t030200_1120	Valkenetko päivä neidoille
t030200_1130	Vieläkö ilo elääpi?
t030200_1140	Vihmasilla kastumaan, löközillä istumaan
t030200_1150	Älköön Jumala luoko saaren paimeneksi
t030300_0010	Aa aa Aatamii
t030300_0020	Aa aa aholla
t030300_0030	Aa aa, akana
t030300_0040	Aa aa akeri
t030300_0050	Aa aa akkasta
t030300_0060	Aa aa akkelee, kuka lasta nakkelee
t030300_0070	Aa aa akkerin Maija
t030300_0080	Aa aa allallaa
t030300_0090	Aa aa aller keller
t030300_0100	Aa aa allersoo
t030300_0110	Aa aa allia, Alli keittää velliä
t030300_0120	Aa aa allii
t030300_0130	Aa aa allikka
t030300_0140	Aa aa allin lasta
t030300_0150	Aa aa allin kieltä
t030300_0160	Aa aa Allin taata
t030300_0170	Aa aa allipuu
t030300_0180	Aa aa Anttia
t030300_0190	Aa aa appelaan
t030300_0200	Aa aa assikka
t030300_0210	Aa, aa, hissan
t030300_0220	Aa aa Tuudituksia
t030300_0230	Aa hussala heijaa, tule huomenna meille
t030300_0240	Aa kossaa, aa kossaa
t030300_0250	Aa liili lasta
t030300_0260	Aa lullaa lasta, muori, isä vastaan
t030300_0270	Aa lullaa lasta, kissa vastaan
t030300_0280	Aa lullaa lupukka
t030300_0290	Aa lullaa lustikee
t030300_0300	Aa lullaa mollakkaa
t030300_0310	Aa lullaa möllipäätä
t030300_0320	Aa, tuuti lasta, vielä suahaa vasta
t030300_0330	Aa, tuuti lasta, vingerpori vastaa
t030300_0340	Aa tuuti lulla, nyt on lapsi mulla
t030300_0350	Aa tuuti pientä
t030300_0360	Aa vauva, makaa kauan
t030300_0370	Aa vauva vakussa
t030300_0380	Aa vissaa heijakka
t030300_0390	Aa vissaa, kirjava kissa
t030300_0400	Aa vissaa tuuti
t030300_0410	Aa vissan tussakkaa
t030300_0420	Aakopillin nukka
t030300_0430	Aapa lullan lulla
t030300_0440	Ankat laulaa
t030300_0450	Anna itkeä itikan
t030300_0460	Annan maata pienen lapsen
t030300_0470	Avainpiika ei anna leipää
t030300_0475	Ehtoolla on kuin miekantuoppi
t030300_0480	Ei nuku kun nukutan
t030300_0490	Ei se itku auta
t030300_0500	Ei sinua etäälle viiä
t030300_0510	Ei sua sotahan saada
t030300_0520	Eljas
t030300_0530	Eno-Kalle
t030300_0540	Harakan paska
t030300_0550	Hei, hei, hempukka
t030300_0560	Heija, houva, Hermikkiä
t030300_0570	Heijaa heijaa Heikin lasta
t030300_0580	Heijaa houvaa Heikkilän rouvaa
t030300_0590	Heijaa lullaa Helsinkiin
t030300_0600	Heijaa teijaa saavia nuijaa
t030300_0610	Heijaan, heijaan heinäkenkää
t030300_0620	Herran enkelit
t030300_0630	Herran rauhaan
t030300_0640	Hiha se oikein ommellaan
t030300_0650	Huis kissa lullun takaa
t030300_0660	Huis sika Haverin läättiin
t030300_0670	Huis sika huiluun
t030300_0680	Huis sika huntilaan
t030300_0690	Huis sika kettuja pettää
t030300_0700	Huis sika metsään
t030300_0710	Huis sika satulaselkä
t030300_0720	Hyvää päivää vieraalle, Kallen kilkit ne heiluu
t030300_0730	Isä on talvella tukkitöissä
t030300_0740	Isäsi ei ennen itkenyt
t030300_0750	Isätön
t030300_0760	Kaikista näistä on päästy
t030300_0770	Kaksin kaunis maata panna
t030300_0780	Kalauni
t030300_0790	Kami lasta lullaamaan
t030300_0800	Kehto sanoo tolkon
t030300_0810	Kelle tuutinen tytärtä, mihin poikaa
t030300_0840	Kettu lapsiansa
t030300_0850	Kiikeli kaakeli itkettää
t030300_0860	Kiiklullaa, kaaklullaa
t030300_0870	Kipeä
t030300_0880	Kissa istuu ikkunalla
t030300_0890	Kissa kiukaalle
t030300_0900	Kissannahka lämpönen
t030300_0910	Koirat ne haukkuu
t030300_0920	Koska kotiin tullaan
t030300_0930	Kukas sitten laulelee
t030300_0940	Kun ei kukaan naikaan
t030300_0950	Kun tytär hyvä tulisi
t030300_0960	Kylille kukkumaan
t030300_0970	Kyllä Herra herättää
t030300_0980	Kylän karjat mettään menee
t030300_0990	Käki kukku, kulta nukku
t030300_1000	Käki kukkuu kuikuttaa
t030300_1010	Lapsi lainaksi
t030300_1020	Lapsi maidotta makasi
t030300_1030	Lapsi metsään
t030300_1040	Laulan lapselleni, lirittelen linnulleni
