id,area,county,parish
6365,t,"Keski-Inkeri","Inkere"
6372,t,"Keski-Inkeri","Tyrö"
6375,t,"Keski-Inkeri","Kaprio"
6380,t,"Keski-Inkeri","Koprina"
6388,t,"Keski-Inkeri","Tuutari"
6390,t,"Keski-Inkeri","Kupanitsa"
6395,t,"Keski-Inkeri","Liissilä"
6400,t,"Keski-Inkeri","Moloskovitsa"
6409,t,"Keski-Inkeri","Venjoki"
6410,t,"Keski-Inkeri","Ropsu"
6415,t,"Keski-Inkeri","Serepetta"
6420,t,"Keski-Inkeri","Skuoritsa"
6425,t,"Keski-Inkeri","Spankkova"
9210,t,"Keski-Inkeri","Keski-Inkeri"
6438,u,"Länsi-Inkeri","Narvusi"
6450,u,"Länsi-Inkeri","Kattila"
6455,u,"Länsi-Inkeri","Novasolkka"
6460,u,"Länsi-Inkeri","Soikkola"
9220,u,"Länsi-Inkeri","Länsi-Inkeri"
6471,v,"Vepsäläisalueet","Soutjärvi"
9240,v,"Vepsäläisalueet","Vepsäläisalueet"
9250,x,"Vermlanti","Vermlanti"
6480,å,"Ahvenanmaa","Brändö"
6485,å,"Ahvenanmaa","Eckerö"
6490,å,"Ahvenanmaa","Finström"
6495,å,"Ahvenanmaa","Föglö"
6500,å,"Ahvenanmaa","Geta"
6505,å,"Ahvenanmaa","Hammarland"
6510,å,"Ahvenanmaa","Jomala"
6515,å,"Ahvenanmaa","Kumlinge"
6520,å,"Ahvenanmaa","Kökar"
6525,å,"Ahvenanmaa","Lemland"
6530,å,"Ahvenanmaa","Lumparland"
6535,å,"Ahvenanmaa","Maarianhamina"
6540,å,"Ahvenanmaa","Saltvik"
6545,å,"Ahvenanmaa","Sottunga"
6550,å,"Ahvenanmaa","Sund"
6555,å,"Ahvenanmaa","Vårdö"
9260,å,"Ahvenanmaa","Ahvenanmaa"
9999,,"Ei aluetietoa","Ei aluetietoa"

